species,n_locations,dataset
Cortinarius_ferrei,16,Combined
Cortinarius_glaucopus,16,Combined
Cortinarius_laniger,16,Combined
Cortinarius_occidentalisagacitas,16,Combined
Cortinarius_ochrophyllus,16,Combined
Cortinarius_saturninus,16,Combined
Cortinarius_stillatitius,16,Combined
Cortinarius_subcarneinatus,16,Combined
Cortinarius_subpaleaceus,16,Combined
Cortinarius_umbrinolens,16,Combined
Hydnellum_ferrugineum,16,Combined
Hygrophorus_secretanii,16,Combined
Inocybe_fuscidula,16,Combined
Russula_compacta,16,Combined
Russula_mordax,16,Combined
Tomentella_griseomarginata,16,Combined
Albatrellus_ovinus,15,Combined
Clavulina_rugosa,15,Combined
Cortinarius_lobatus,15,Combined
Cortinarius_purpureus,15,Combined
Elaphomyces_pusillus,15,Combined
Hysterangium_crassirhachis,15,Combined
Inocybe_intricata,15,Combined
Leucophleps_spinispora,15,Combined
Russula_favrei,15,Combined
Russula_katarinae,15,Combined
Russula_lateritia,15,Combined
Russula_silvestris,15,Combined
Suillus_placidus,15,Combined
Thaxterogaster_causticus,15,Combined
Tricholoma_mcneilii,15,Combined
Tricholoma_subluteum,15,Combined
Amanita_solaniolens,14,Combined
Amphinema_byssoides,14,Combined
Cortinarius_balaustinus,14,Combined
Cortinarius_glabrellus,14,Combined
Cortinarius_sutherlandensis,14,Combined
Cortinarius_uraceus,14,Combined
Hygrophorus_capreolarius,14,Combined
Hygrophorus_odoratus,14,Combined
Inocybe_dulcamara,14,Combined
Inocybe_mixtilis,14,Combined
Inocybe_spuria,14,Combined
Lactarius_pseudodeceptivus,14,Combined
Naucoria_scolecina,14,Combined
Tretomyces_lutescens,14,Combined
Amanita_lavendula,13,Combined
Cortinarius_acutus,13,Combined
Cortinarius_caninus,13,Combined
Cortinarius_fulvopaludosus,13,Combined
Cortinarius_kranabetteri,13,Combined
Cortinarius_laetus,13,Combined
Cortinarius_obtusorum,13,Combined
Cortinarius_paragaudis,13,Combined
Harrya_chromipes,13,Combined
Hydnum_melitosarx,13,Combined
Leccinum_versipelle,13,Combined
Polyozellus_tristis,13,Combined
Ramaria_gracilis,13,Combined
Russula_flocculosa,13,Combined
Russula_granulata,13,Combined
Suillus_flavidus,13,Combined
Suillus_lakei,13,Combined
Suillus_pseudobrevipes,13,Combined
Thelephora_atra,13,Combined
Tomentella_farinosa,13,Combined
Tricholoma_inamoenum,13,Combined
Cortinarius_anomalus,12,Combined
Cortinarius_brunneotinctus,12,Combined
Cortinarius_catalanensis,12,Combined
Cortinarius_cystidiobicolor,12,Combined
Cortinarius_leiocastaneus,12,Combined
Inocybe_curvipes,12,Combined
Inocybe_melleiconica,12,Combined
Inocybe_sindonia,12,Combined
Rhizopogon_parksii,12,Combined
Rhizopogon_vesiculosus,12,Combined
Rhizopogon_vinicolor,12,Combined
Russula_pseudotsugarum,12,Combined
Russula_taigarum,12,Combined
Thelephora_terrestris,12,Combined
Tricholoma_badicephalum,12,Combined
Tricholoma_felschii,12,Combined
Amanita_groenlandica,11,Combined
Amanita_vaginata,11,Combined
Cortinarius_albogaudis,11,Combined
Cortinarius_bolaris,11,Combined
Cortinarius_rusticus,11,Combined
Cortinarius_spilomeus,11,Combined
Cortinarius_suberi,11,Combined
Cortinarius_tabularis,11,Combined
Elaphomyces_anthracinus,11,Combined
Gautieria_monticola,11,Combined
Inocybe_bufonia,11,Combined
Inocybe_catalaunica,11,Combined
Inocybe_grammata,11,Combined
Inocybe_griseoscabrosa,11,Combined
Lactarius_aquizonatus,11,Combined
Rhizopogon_rudus,11,Combined
Russula_brevipes,11,Combined
Russula_brunneoviolacea,11,Combined
Russula_fellea,11,Combined
Russula_nigricans,11,Combined
Russula_straminella,11,Combined
Tricholoma_aestuans,11,Combined
Tricholoma_davisiae,11,Combined
Tricholoma_fumosoluteum,11,Combined
Xerocomus_fennicus,11,Combined
Cortinarius_duristipes,10,Combined
Cortinarius_evernius,10,Combined
Cortinarius_murinascens,10,Combined
Cortinarius_pluvius,10,Combined
Cortinarius_privignatus,10,Combined
Cortinarius_transatlanticus,10,Combined
Fuscoboletinus_spectabilis,10,Combined
Hebeloma_louiseae,10,Combined
Helvella_vespertina,10,Combined
Helvellosebacina_helvelloides,10,Combined
Hydnellum_concrescens,10,Combined
Hygrophorus_canadensis,10,Combined
Inocybe_agglutinata,10,Combined
Inocybe_albodiscoides,10,Combined
Inocybe_cincinnata,10,Combined
Inocybe_nigridisca,10,Combined
Lactarius_sphagneti,10,Combined
Leccinum_variicolor,10,Combined
Lyophyllum_semitale,10,Combined
Phellodon_secretus,10,Combined
Russula_byssina,10,Combined
Russula_paludosa,10,Combined
Strobilomyces_strobilaceus,10,Combined
Tomentella_globospora,10,Combined
Tomentella_pallidocastanea,10,Combined
Tomentella_sublilacina,10,Combined
Amanita_friabilis,9,Combined
Catathelasma_ventricosum,9,Combined
Chroogomphus_vinicolor,9,Combined
Coltricia_perennis,9,Combined
Cortinarius_ahsii,9,Combined
Cortinarius_anomalomontanus,9,Combined
Cortinarius_cadi-aguirrei,9,Combined
Cortinarius_mucosus,9,Combined
Cortinarius_sanguineus,9,Combined
Cortinarius_subrufulus,9,Combined
Cortinarius_xanthocephalus,9,Combined
Hydnellum_caeruleum,9,Combined
Inocybe_auricomella,9,Combined
Inocybe_monticola,9,Combined
Jimgerdemannia_lactiflua,9,Combined
Lactarius_pseudomucidus,9,Combined
Polyozellus_griseopergamaceus,9,Combined
Polyozellus_multiplex,9,Combined
Rhizopogon_arctostaphyli,9,Combined
Russula_cerolens,9,Combined
Russula_crassotunicata,9,Combined
Russula_depallens,9,Combined
Russula_grata,9,Combined
Russula_modesta,9,Combined
Russula_salishensis,9,Combined
Russula_xantho,9,Combined
Thaxterogaster_pinophilus,9,Combined
Tricholoma_atrodiscus,9,Combined
Xerocomellus_zelleri,9,Combined
Alnicola_spectabilis,8,Combined
Boletopsis_grisea,8,Combined
Cortinarius_albidoavellaneus,8,Combined
Cortinarius_alborufescens,8,Combined
Cortinarius_bivelus,8,Combined
Cortinarius_cicindela,8,Combined
Cortinarius_danili,8,Combined
Cortinarius_infractiflavus,8,Combined
Cortinarius_rubellus,8,Combined
Hydnum_jussii,8,Combined
Hygrophorus_purpurascens,8,Combined
Hygrophorus_pusillus,8,Combined
Inocybe_borealis,8,Combined
Inocybe_canescens,8,Combined
Inocybe_ceskae,8,Combined
Inocybe_filiana,8,Combined
Inocybe_fuscicothurnata,8,Combined
Inocybe_nitidiuscula,8,Combined
Inocybe_tjallingiorum,8,Combined
Otidea_cantharella,8,Combined
Polyozellus_medius,8,Combined
Rhizopogon_olivaceotinctus,8,Combined
Russula_citrinochlora,8,Combined
Russula_consobrina,8,Combined
Russula_murrillii,8,Combined
Russula_pallescens,8,Combined
Russula_phoenicea,8,Combined
Suillus_cothurnatus,8,Combined
Thaxterogaster_porphyropus,8,Combined
Tomentella_viridibasidia,8,Combined
Tricholoma_roseoacerbum,8,Combined
Trichophaea_minuta,8,Combined
Amanita_spreta,7,Combined
Amanita_wellsii,7,Combined
Chamonixia_caespitosa,7,Combined
Cortinarius_annae-maritae,7,Combined
Cortinarius_badiolatus,7,Combined
Cortinarius_chrysolitus,7,Combined
Cortinarius_claricolor,7,Combined
Cortinarius_cruentiphyllus,7,Combined
Cortinarius_fragrantissimus,7,Combined
Cortinarius_largus,7,Combined
Cortinarius_nauseosouraceus,7,Combined
Cortinarius_paralbocyaneus,7,Combined
Cortinarius_quarciticus,7,Combined
Cortinarius_sagarum,7,Combined
Cortinarius_sordidemaculatus,7,Combined
Cortinarius_subexitiosus,7,Combined
Cortinarius_tenuifulvescens,7,Combined
Cortinarius_vulpicolor,7,Combined
Gomphidius_borealis,7,Combined
Gomphidius_glutinosus,7,Combined
Hebeloma_pungens,7,Combined
Hydnellum_illudens,7,Combined
Hygrophorus_piceae,7,Combined
Hymenogaster_submacrosporus,7,Combined
Inocybe_fuligineoatra,7,Combined
Inocybe_griseolilacina,7,Combined
Lactarius_pubescens,7,Combined
Lactarius_repraesentaneus,7,Combined
Lactarius_substriatus,7,Combined
Rhizopogon_abietis,7,Combined
Rhizopogon_hawkerae,7,Combined
Rhizopogon_smithii,7,Combined
Russula_aurora,7,Combined
Russula_cascadensis,7,Combined
Russula_cavipes,7,Combined
Russula_crustosa,7,Combined
Russula_fucosa,7,Combined
Russula_graminea,7,Combined
Russula_praeumbonata,7,Combined
Russula_rubescens,7,Combined
Russula_sapinea,7,Combined
Tomentella_lapida,7,Combined
Tomentella_lateritia,7,Combined
Tricholoma_arvernense,7,Combined
Tricholoma_aurantium,7,Combined
Tricholoma_dulciolens,7,Combined
Tricholoma_odorum,7,Combined
Truncocolumella_citrina,7,Combined
Amanita_frostiana,6,Combined
Byssocorticium_pulchrum,6,Combined
Cantharellus_camphoratus,6,Combined
Cortinarius_badiovinaceus,6,Combined
Cortinarius_bridgei,6,Combined
Cortinarius_caesioarmeniacus,6,Combined
Cortinarius_confirmatus,6,Combined
Cortinarius_diffamatus,6,Combined
Cortinarius_firmus,6,Combined
Cortinarius_fulvescentoideus,6,Combined
Destuntzia_solstitialis,6,Combined
Gautieria_morchelliformis,6,Combined
Geopora_tenuis,6,Combined
Hebeloma_echinosporum,6,Combined
Hygrophorus_exiguus,6,Combined
Hygrophorus_fuscoalboides,6,Combined
Inocybe_chondroderma,6,Combined
Inocybe_hystrix,6,Combined
Inocybe_lampetiana,6,Combined
Inocybe_splendens,6,Combined
Inocybe_teraturgus,6,Combined
Inocybe_umbratica,6,Combined
Inocybe_vaccina,6,Combined
Lactarius_thyinos,6,Combined
Lactarius_xanthogalactus,6,Combined
Phaeocollybia_christinae,6,Combined
Rhizopogon_ellipsosporus,6,Combined
Russula_ashihoi,6,Combined
Russula_sphagnicola,6,Combined
Tricholoma_cingulatum,6,Combined
Tricholoma_viridilutescens,6,Combined
Tuber_borchii,6,Combined
Albatrellus_confluens,5,Combined
Amanita_novinupta,5,Combined
Aureoboletus_mirabilis,5,Combined
Boletus_pinophilus,5,Combined
Cortinarius_aavae,5,Combined
Cortinarius_brunneus,5,Combined
Cortinarius_carabus,5,Combined
Cortinarius_clarobrunneus,5,Combined
Cortinarius_claroplaniusculus,5,Combined
Cortinarius_flammeouraceus,5,Combined
Cortinarius_fuscovelatus,5,Combined
Cortinarius_hirtipes,5,Combined
Cortinarius_illitus,5,Combined
Cortinarius_latiodistributus,5,Combined
Cortinarius_obliquus,5,Combined
Cortinarius_perrotensis,5,Combined
Cortinarius_pseudorubricosus,5,Combined
Cortinarius_quercophilus,5,Combined
Cortinarius_saginus,5,Combined
Cortinarius_violaceus,5,Combined
Craterellus_cornucopioides,5,Combined
Elaphomyces_decipiens,5,Combined
Genea_darii,5,Combined
Hebeloma_pinetorum,5,Combined
Helvella_pseudolacunosa,5,Combined
Hydnellum_peckii,5,Combined
Hygrophorus_flavodiscus,5,Combined
Inocybe_aurea,5,Combined
Inocybe_chalcodoxantha,5,Combined
Inocybe_malenconii,5,Combined
Inocybe_phaeocystidiosa,5,Combined
Inocybe_subnudipes,5,Combined
Inocybe_trochili,5,Combined
Leccinum_schistophilum,5,Combined
Myrmecocystis_microspora,5,Combined
Naucoria_tantilla,5,Combined
Otidea_formicarum,5,Combined
Phellodon_fuligineoalbus,5,Combined
Phellodon_violascens,5,Combined
Polyozellus_badjelanndanus,5,Combined
Polyozellus_mucidulus,5,Combined
Ramaria_stricta,5,Combined
Russula_acrifolia,5,Combined
Russula_arvernensis,5,Combined
Russula_fulvescens,5,Combined
Russula_ornaticeps,5,Combined
Russula_rhodopus,5,Combined
Russula_subrubescens,5,Combined
Russula_viridella,5,Combined
Scleroderma_bovista,5,Combined
Thaxterogaster_microspermus,5,Combined
Thelephora_palmata,5,Combined
Tomentella_asperula,5,Combined
Tomentella_lilacinogrisea,5,Combined
Tomentella_subclavigera,5,Combined
Tricholoma_caligatum,5,Combined
Tricholoma_olivaceum,5,Combined
Tricholoma_stiparophyllum,5,Combined
Amanita_aprica,4,Combined
Amanita_crenulata,4,Combined
Amanita_fulvoides,4,Combined
Amanita_pseudopantherina,4,Combined
Amanita_spadicea,4,Combined
Boletus_fibrillosus,4,Combined
Cortinarius_alaskaensis,4,Combined
Cortinarius_alboviolaceus,4,Combined
Cortinarius_ammophiloides,4,Combined
Cortinarius_anisatus,4,Combined
Cortinarius_biformis,4,Combined
Cortinarius_bovarius,4,Combined
Cortinarius_callochrous,4,Combined
Cortinarius_fibrillosibrunneus,4,Combined
Cortinarius_fructuodorus,4,Combined
Cortinarius_hemitrichus,4,Combined
Cortinarius_jubarinus,4,Combined
Cortinarius_montebelloensis,4,Combined
Cortinarius_nymphatus,4,Combined
Cortinarius_olivaceoluteus,4,Combined
Cortinarius_phrygianus,4,Combined
Cortinarius_pilatii,4,Combined
Cortinarius_psammocola,4,Combined
Cortinarius_pseudoduracinus,4,Combined
Cortinarius_pseudoglaucopus,4,Combined
Cortinarius_smithii,4,Combined
Cortinarius_urbicus,4,Combined
Helvella_macropus,4,Combined
Hydnum_quebecense,4,Combined
Hygrophorus_fragrans,4,Combined
Hygrophorus_morrisii,4,Combined
Hygrophorus_persicolor,4,Combined
Inocybe_inodora,4,Combined
Inocybe_obscurobadia,4,Combined
Inocybe_obtusiuscula,4,Combined
Inocybe_oetziana,4,Combined
Inocybe_tahquamenonensis,4,Combined
Inocybe_whitei,4,Combined
Inocybe_zethi,4,Combined
Leucangium_carthusianum,4,Combined
Mallocybe_leucoloma,4,Combined
Naucoria_luteolofibrillosa,4,Combined
Otidea_brunneoparva,4,Combined
Otidea_pseudoleporina,4,Combined
Ramaria_suecica,4,Combined
Rhizopogon_albidus,4,Combined
Rhizopogon_brunneiniger,4,Combined
Rhizopogon_truncatus,4,Combined
Russula_crassipes,4,Combined
Russula_garyensis,4,Combined
Russula_nigrifacta,4,Combined
Russula_obscurozelleri,4,Combined
Russula_ochroleucoides,4,Combined
Russula_parapallens,4,Combined
Russula_pseudolepida,4,Combined
Russula_pulchra,4,Combined
Suillus_americanus,4,Combined
Suillus_discolor,4,Combined
Tomentella_fuscocinerea,4,Combined
Tomentella_galzinii,4,Combined
Tomentella_pilosa,4,Combined
Tricholoma_grave,4,Combined
Tricholoma_intermedium,4,Combined
Tricholoma_pullum,4,Combined
Tricholoma_serratifolium,4,Combined
Tricholoma_sulphureum,4,Combined
Amanita_gemmata,3,Combined
Amanita_jacksonii,3,Combined
Amanita_murrilliana,3,Combined
Amanita_nivalis,3,Combined
Amanita_phalloides,3,Combined
Amanita_ristichii,3,Combined
Amanita_virosa,3,Combined
Boletopsis_leucomelaena,3,Combined
Cantharellus_cibarius,3,Combined
Chroogomphus_ochraceus,3,Combined
Cortinarius_alces,3,Combined
Cortinarius_americanus,3,Combined
Cortinarius_areni-silvae,3,Combined
Cortinarius_atrosquamosus,3,Combined
Cortinarius_biriensis,3,Combined
Cortinarius_brunneoaffinis,3,Combined
Cortinarius_brunneocalcarius,3,Combined
Cortinarius_ceraceus,3,Combined
Cortinarius_colorius,3,Combined
Cortinarius_crassisporus,3,Combined
Cortinarius_croceosimilis,3,Combined
Cortinarius_cyanites,3,Combined
Cortinarius_davemallochii,3,Combined
Cortinarius_delibutus,3,Combined
Cortinarius_exsularis,3,Combined
Cortinarius_jonimitchelliae,3,Combined
Cortinarius_mattiae,3,Combined
Cortinarius_miwok,3,Combined
Cortinarius_paululus,3,Combined
Cortinarius_perviolaceus,3,Combined
Cortinarius_piceidisjungendus,3,Combined
Cortinarius_pitkinensis,3,Combined
Cortinarius_pseudofusisporus,3,Combined
Cortinarius_pseudonaevosus,3,Combined
Cortinarius_roseoarmillatus,3,Combined
Cortinarius_torvus,3,Combined
Cortinarius_truckeensis,3,Combined
Cortinarius_umbilicatus,3,Combined
Cortinarius_vernus,3,Combined
Gilkeya_compacta,3,Combined
Hebeloma_brunneifolium,3,Combined
Helvella_compressa,3,Combined
Helvella_lactea,3,Combined
Hydnum_albertense,3,Combined
Hydnum_atlanticum,3,Combined
Hygrophorus_agathosmus,3,Combined
Hygrophorus_discoideus,3,Combined
Inocybe_ambigua,3,Combined
Inocybe_digitula,3,Combined
Inocybe_exilis,3,Combined
Inocybe_griseovelata,3,Combined
Inocybe_kauffmanii,3,Combined
Inocybe_leonina,3,Combined
Inocybe_leucoblema,3,Combined
Inocybe_nematoloma,3,Combined
Inocybe_nobilis,3,Combined
Inocybe_paludinella,3,Combined
Inocybe_posterula,3,Combined
Inocybe_praetervisa,3,Combined
Inocybe_proximella,3,Combined
Inocybe_pseudoteraturgus,3,Combined
Inocybe_pusio,3,Combined
Inocybe_subporospora,3,Combined
Inocybe_ukkoi,3,Combined
Inocybe_volvata,3,Combined
Lactarius_alpinus,3,Combined
Lactarius_brunneohepaticus,3,Combined
Lactarius_lanceolatus,3,Combined
Lactarius_luculentus,3,Combined
Lactarius_miniatosporus,3,Combined
Lyophyllum_konradianum,3,Combined
Otidea_nannfeldtii,3,Combined
Otidea_oregonensis,3,Combined
Phellodon_niger,3,Combined
Polyozellus_mariae,3,Combined
Ramaria_marrii,3,Combined
Rhizopogon_occidentalis,3,Combined
Russula_atroaeruginea,3,Combined
Russula_cristulispora,3,Combined
Russula_earlei,3,Combined
Russula_fastigiata,3,Combined
Russula_foetentula,3,Combined
Russula_gracillima,3,Combined
Russula_imitatrix,3,Combined
Russula_olivobrunnea,3,Combined
Russula_puellaris,3,Combined
Russula_pusilla,3,Combined
Russula_saliceticola,3,Combined
Russula_suecica,3,Combined
Scleroderma_areolatum,3,Combined
Suillus_caerulescens,3,Combined
Thaxterogaster_turmalis,3,Combined
Tomentella_flavidobadia,3,Combined
Tricholoma_boreosulphurescens,3,Combined
Tricholoma_mesoamericanum,3,Combined
Xerocomus_ferrugineus,3,Combined
Alnicola_cholea,2,Combined
Amanita_betulae,2,Combined
Amanita_multisquamosa,2,Combined
Amanita_peckiana,2,Combined
Amanita_smithiana,2,Combined
Amanita_variicolor,2,Combined
Amanita_vernicoccora,2,Combined
Boletus_campestris,2,Combined
Boletus_subalpinus,2,Combined
Clavulina_perplexa,2,Combined
Cortinarius_albovariegatus,2,Combined
Cortinarius_algonquinensis,2,Combined
Cortinarius_allutus,2,Combined
Cortinarius_alutarius,2,Combined
Cortinarius_anomalodelicatus,2,Combined
Cortinarius_atkinsonianus,2,Combined
Cortinarius_aureifolius,2,Combined
Cortinarius_boreasensis,2,Combined
Cortinarius_coleoptera,2,Combined
Cortinarius_corrugatus,2,Combined
Cortinarius_dolabratoides,2,Combined
Cortinarius_fuscoalbus,2,Combined
Cortinarius_glaucocephalus,2,Combined
Cortinarius_heterocyclus,2,Combined
Cortinarius_intempestivus,2,Combined
Cortinarius_magispilomeus,2,Combined
Cortinarius_melleopallens,2,Combined
Cortinarius_muscicola,2,Combined
Cortinarius_nigrellus,2,Combined
Cortinarius_niveoglobosus,2,Combined
Cortinarius_niveotraganus,2,Combined
Cortinarius_olivaceosquamosus,2,Combined
Cortinarius_perlaetissimus,2,Combined
Cortinarius_politus,2,Combined
Cortinarius_pseudofervidus,2,Combined
Cortinarius_sagacitas,2,Combined
Cortinarius_subfloccopus,2,Combined
Cortinarius_subtabularis,2,Combined
Cortinarius_timiskamingensis,2,Combined
Cortinarius_trivialis,2,Combined
Cortinarius_vagabundus,2,Combined
Craterellus_fallax,2,Combined
Elaphomyces_roseoviolaceus,2,Combined
Gautieria_globispora,2,Combined
Genea_balsleyi,2,Combined
Geopora_cervina,2,Combined
Geopora_nicaeensis,2,Combined
Geopora_sepulta,2,Combined
Gomphidius_maculatus,2,Combined
Gomphidius_oregonensis,2,Combined
Gomphidius_smithii,2,Combined
Hebeloma_angustisporium,2,Combined
Helvella_corium,2,Combined
Helvella_elastica,2,Combined
Hydnellum_bomiense,2,Combined
Hydnellum_earlianum,2,Combined
Hydnotrya_cubispora,2,Combined
Hydnum_melleopallidum,2,Combined
Hygrophorus_fuligineus,2,Combined
Hygrophorus_hedrychii,2,Combined
Hygrophorus_inocybiformis,2,Combined
Hygrophorus_lucorum,2,Combined
Inocybe_dulciolens,2,Combined
Inocybe_erythospilota,2,Combined
Inocybe_hirtella,2,Combined
Inocybe_leptocystis,2,Combined
Inocybe_luteifolia,2,Combined
Inocybe_monochroa,2,Combined
Inocybe_multicoronata,2,Combined
Inocybe_pipilikae,2,Combined
Inocybe_purpureobadia,2,Combined
Inocybe_rimosa,2,Combined
Inocybe_rivularis,2,Combined
Inocybe_semifulva,2,Combined
Inocybe_stellatospora,2,Combined
Inocybe_subbrunnea,2,Combined
Inocybe_suecica,2,Combined
Inocybe_velicopia,2,Combined
Inocybe_vulpinella,2,Combined
Laccaria_ochropurpurea,2,Combined
Lactarius_pyrogalus,2,Combined
Lactifluus_deceptivus,2,Combined
Leccinum_snellii,2,Combined
Leucogaster_rubescens,2,Combined
Mallocybe_piceae,2,Combined
Mallocybe_substraminipes,2,Combined
Myrmecocystis_cerebriformis,2,Combined
Otidea_onotica,2,Combined
Pachyphlodes_citrina,2,Combined
Paxillus_cuprinus,2,Combined
Phellodon_atratus,2,Combined
Polyozellus_rhizopunctatus,2,Combined
Ramaria_calvodistalis,2,Combined
Ramaria_longispora,2,Combined
Ramaria_rubella,2,Combined
Ramaria_sandaracina,2,Combined
Rhizopogon_ellenae,2,Combined
Russula_americana,2,Combined
Russula_atramentosa,2,Combined
Russula_borealis,2,Combined
Russula_cremeirosea,2,Combined
Russula_foetens,2,Combined
Russula_polycystis,2,Combined
Russula_punicea,2,Combined
Russula_subsulphurea,2,Combined
Russula_subtilis,2,Combined
Russula_velenovskyi,2,Combined
Sarcodon_imbricatus,2,Combined
Sebacina_candida,2,Combined
Sebacina_cystidiata,2,Combined
Suillus_decipiens,2,Combined
Tarzetta_gregaria,2,Combined
Thaxterogaster_alboamarescens,2,Combined
Thaxterogaster_subporphyropus,2,Combined
Thelephora_penicillata,2,Combined
Thelephora_scissilis,2,Combined
Tomentella_atroarenicolor,2,Combined
Tomentella_atrobadia,2,Combined
Tricholoma_acre,2,Combined
Tricholoma_apium,2,Combined
Tricholoma_borgsjoeense,2,Combined
Tricholoma_frondosae,2,Combined
Tricholoma_hemisulphureum,2,Combined
Tricholoma_psammopus,2,Combined
Tricholoma_smithii,2,Combined
Tricholoma_terreum,2,Combined
Tuber_brennemanii,2,Combined
Tuber_separans,2,Combined
Tuber_walkeri,2,Combined
Albatrellus_subrubescens,1,Combined
Alnicola_macrospora,1,Combined
Amanita_bisporigera,1,Combined
Amanita_constricta,1,Combined
Amanita_elongata,1,Combined
Amanita_morrisii,1,Combined
Amanita_silvicola,1,Combined
Amanita_submaculata,1,Combined
Astraeus_morganii,1,Combined
Astraeus_smithii,1,Combined
Balsamia_nigrans,1,Combined
Boletopsis_macrocarpa,1,Combined
Boletopsis_watlingii,1,Combined
Boletus_paluster,1,Combined
Butyriboletus_primiregius,1,Combined
Butyriboletus_querciregius,1,Combined
Caloboletus_rubripes,1,Combined
Cantharellus_betularum,1,Combined
Cantharellus_cascadensis,1,Combined
Catathelasma_evanescens,1,Combined
Clavulina_iris_var._occidentalis,1,Combined
Coltricia_cinnamomea,1,Combined
Cortinarius_alboadustus,1,Combined
Cortinarius_alboglobosus,1,Combined
Cortinarius_albomalus,1,Combined
Cortinarius_anomalosimilis,1,Combined
Cortinarius_anthracinus,1,Combined
Cortinarius_balteatoalbus,1,Combined
Cortinarius_barbaricus,1,Combined
Cortinarius_bibulus,1,Combined
Cortinarius_birkebakii,1,Combined
Cortinarius_borealis,1,Combined
Cortinarius_boreotrichus,1,Combined
Cortinarius_brevissimus,1,Combined
Cortinarius_brunneoperonatus,1,Combined
Cortinarius_brunneoviscidus,1,Combined
Cortinarius_caesiifolius,1,Combined
Cortinarius_californicus,1,Combined
Cortinarius_calopus,1,Combined
Cortinarius_campester,1,Combined
Cortinarius_castaneopallidus,1,Combined
Cortinarius_collangustus,1,Combined
Cortinarius_compressus,1,Combined
Cortinarius_cyprinus,1,Combined
Cortinarius_deceptivissimus,1,Combined
Cortinarius_ectypus,1,Combined
Cortinarius_epipurrus,1,Combined
Cortinarius_fennoscandicus,1,Combined
Cortinarius_flavifolius,1,Combined
Cortinarius_flavobasilis,1,Combined
Cortinarius_floccopus,1,Combined
Cortinarius_fuscobovinus,1,Combined
Cortinarius_fuscotomentosus,1,Combined
Cortinarius_gausapatus,1,Combined
Cortinarius_geraniolens,1,Combined
Cortinarius_glutinosus,1,Combined
Cortinarius_gueneri,1,Combined
Cortinarius_heterosporus,1,Combined
Cortinarius_iunii,1,Combined
Cortinarius_mallaensis,1,Combined
Cortinarius_malodorus,1,Combined
Cortinarius_mucicola,1,Combined
Cortinarius_multicolor,1,Combined
Cortinarius_odoritraganus,1,Combined
Cortinarius_olivaceolamellatus,1,Combined
Cortinarius_pacificus,1,Combined
Cortinarius_paludosaniosus,1,Combined
Cortinarius_panellus,1,Combined
Cortinarius_patrickensis,1,Combined
Cortinarius_pseudobovinus,1,Combined
Cortinarius_putorius,1,Combined
Cortinarius_roseobrunneus,1,Combined
Cortinarius_rossicioenochelis,1,Combined
Cortinarius_russulaespermus,1,Combined
Cortinarius_septentrionalis,1,Combined
Cortinarius_serratissimus,1,Combined
Cortinarius_squamulosus,1,Combined
Cortinarius_subcarabus,1,Combined
Cortinarius_subcoronatus,1,Combined
Cortinarius_suboenochelis,1,Combined
Cortinarius_subpuellaris,1,Combined
Cortinarius_subscotoides,1,Combined
Cortinarius_subserratissimus,1,Combined
Cortinarius_subtortus,1,Combined
Cortinarius_tetonensis,1,Combined
Cortinarius_trappei,1,Combined
Cortinarius_umbrinobellus,1,Combined
Cortinarius_variipes,1,Combined
Cortinarius_ventricosus,1,Combined
Cortinarius_viridiflavus,1,Combined
Cortinarius_vitreopileatus,1,Combined
Craterellus_caeruleofuscus,1,Combined
Craterellus_lutescens,1,Combined
Elaphomyces_citrinopapillatus,1,Combined
Gautieria_magnicellaris,1,Combined
Gyroporus_cyanescens,1,Combined
Gyroporus_subalbellus,1,Combined
Hebeloma_ammophilum,1,Combined
Hebeloma_cistophilum,1,Combined
Hebeloma_islandicum,1,Combined
Hebeloma_rostratum,1,Combined
Hebeloma_sinapizans,1,Combined
Hebeloma_syrjense,1,Combined
Hebeloma_theobrominum,1,Combined
Helvella_bicolor,1,Combined
Helvella_costifera,1,Combined
Helvella_fibrosa,1,Combined
Helvella_sinohyperborea,1,Combined
Helvellosebacina_concrescens,1,Combined
Hydnellum_geogenium,1,Combined
Hydnellum_glaucopus,1,Combined
Hydnellum_versipelle,1,Combined
Hydnotrya_cerebriformis,1,Combined
Hydnum_olympicum,1,Combined
Hydnum_oregonense,1,Combined
Hygrophorus_camarophyllus,1,Combined
Hygrophorus_chrysodon,1,Combined
Hygrophorus_discoxanthus,1,Combined
Hygrophorus_neoerubescens,1,Combined
Hygrophorus_occidentalis,1,Combined
Hygrophorus_sordidus,1,Combined
Hygrophorus_tennesseensis,1,Combined
Hymenogaster_arenarius,1,Combined
Hymenogaster_huthii,1,Combined
Inocybe_acuta,1,Combined
Inocybe_acutoides,1,Combined
Inocybe_adorabilis,1,Combined
Inocybe_aphroditeana,1,Combined
Inocybe_arenicola,1,Combined
Inocybe_armeniaca,1,Combined
Inocybe_assimilata,1,Combined
Inocybe_bellidiana,1,Combined
Inocybe_bulbosissima,1,Combined
Inocybe_calospora,1,Combined
Inocybe_carolinensis,1,Combined
Inocybe_caroticolor,1,Combined
Inocybe_cicatricata,1,Combined
Inocybe_comis,1,Combined
Inocybe_demetris,1,Combined
Inocybe_dulcamaroides,1,Combined
Inocybe_fulvella,1,Combined
Inocybe_geraniodora,1,Combined
Inocybe_glabrescens,1,Combined
Inocybe_impexa,1,Combined
Inocybe_lapponica,1,Combined
